datetime,511,648,656A,554,419,664,564,734,552,748,415,421,621E,442,724,423,644,656B,510,722,746,424,621C,668,621,621A,458,721,723,422,448,726,452,454,417,462,446,666,754,558,717,621D,719,776,456,556,513,752,562,640
2013-08-25 00:00:00,361.7,112.74166666666666,441.825,440.8,464.9583333333333,482.1333333333333,284.39166666666665,544.3416666666667,368.0416666666667,493.73333333333335,484.78333333333336,343.2583333333333,475.2583333333333,459.44166666666666,192.05,362.45,428.175,436.59166666666664,323.25,339.275,615.9666666666667,404.375,421.075,327.18333333333334,448.1333333333333,355.01666666666665,459.0165289256198,317.9166666666667,378.64166666666665,419.4,385.39166666666665,385.10833333333335,367.6166666666667,342.81666666666666,360.925,434.03333333333336,487.55,403.2416666666667,384.68333333333334,397.6166666666667,376.0833333333333,472.725,409.78333333333336,531.0833333333334,429.56666666666666,439.7083333333333,333.3833333333333,422.14166666666665,242.725,390.775
2013-08-25 00:10:00,354.3333333333333,109.78333333333333,436.09166666666664,438.95,461.4166666666667,446.6,279.68333333333334,558.7583333333333,364.48333333333335,491.26666666666665,480.75,338.85,468.7,456.15833333333336,191.36666666666667,353.93333333333334,422.925,436.65,318.325,333.1166666666667,604.2333333333333,402.825,415.4916666666667,319.2416666666667,443.775,349.2083333333333,456.95,314.0083333333333,373.1333333333333,417.69166666666666,380.325,379.8333333333333,362.78333333333336,339.3,358.40833333333336,429.1333333333333,483.2916666666667,398.7416666666667,382.6333333333333,390.18333333333334,374.5,469.8666666666667,403.90833333333336,524.05,423.55833333333334,433.96666666666664,330.3833333333333,422.4,241.50833333333333,386.6166666666667
2013-08-25 00:20:00,354.825,113.55,436.51666666666665,433.81666666666666,459.625,405.3333333333333,280.25,555.4833333333333,362.05,489.65,480.825,343.0833333333333,463.44166666666666,453.2416666666667,190.11666666666667,352.625,422.875,425.0,319.7,328.55,566.7083333333334,401.60833333333335,415.8833333333333,321.56666666666666,442.26666666666665,352.6166666666667,457.0416666666667,313.53333333333336,373.2916666666667,414.825,381.31666666666666,382.69166666666666,360.3833333333333,335.89166666666665,357.3333333333333,425.6333333333333,480.7916666666667,396.25,382.35,394.4583333333333,369.9166666666667,469.475,401.78333333333336,519.45,421.7583333333333,430.475,327.0083333333333,417.30833333333334,240.25833333333333,387.8
2013-08-25 00:30:00,356.575,111.95,430.55833333333334,429.65833333333336,458.96666666666664,372.925,277.2083333333333,553.7416666666667,360.9,486.3333333333333,479.8,345.90833333333336,465.75,449.175,187.20833333333334,350.7083333333333,426.475,421.8833333333333,321.15833333333336,326.39166666666665,537.1666666666666,399.15,413.73333333333335,317.675,438.5083333333333,349.1333333333333,455.875,311.64166666666665,375.7416666666667,413.2583333333333,379.9166666666667,377.4166666666667,359.59166666666664,335.15833333333336,356.6,426.7,481.19166666666666,391.90833333333336,378.4916666666667,387.2416666666667,368.6333333333333,467.375,401.425,519.3583333333333,418.6,431.98333333333335,323.69166666666666,415.09166666666664,240.35833333333332,389.40833333333336
2013-08-25 00:40:00,356.98333333333335,116.69747899159664,432.925,435.1,455.7583333333333,353.1,277.5833333333333,559.9833333333333,362.175,486.8333333333333,478.1,343.3333333333333,463.175,450.96666666666664,189.125,349.48333333333335,430.21666666666664,421.375,321.64166666666665,328.84166666666664,531.3916666666667,397.15833333333336,415.2916666666667,321.1333333333333,437.89166666666665,355.21666666666664,460.93333333333334,309.8833333333333,377.925,413.7916666666667,376.75,378.28333333333336,358.43333333333334,334.15833333333336,355.45,427.925,478.925,392.7,382.1666666666667,389.3,372.05833333333334,465.4916666666667,402.71666666666664,517.1333333333333,419.55833333333334,432.39166666666665,323.30833333333334,411.725,241.25833333333333,386.45
2013-08-25 00:50:00,357.8,114.19166666666666,431.56666666666666,426.425,456.03333333333336,347.56666666666666,279.15833333333336,515.6416666666667,360.35,485.60833333333335,481.85,343.0416666666667,468.325,452.39166666666665,189.50833333333333,352.0083333333333,427.1166666666667,418.225,324.34166666666664,328.6166666666667,523.4833333333333,396.30833333333334,415.5416666666667,324.225,435.75,352.9166666666667,459.7,307.7083333333333,376.85833333333335,414.98333333333335,378.21666666666664,375.6666666666667,355.875,334.6666666666667,353.68333333333334,430.96666666666664,480.6333333333333,392.01666666666665,383.4916666666667,390.225,371.1333333333333,468.10833333333335,403.8833333333333,516.4666666666667,418.80833333333334,434.35833333333335,320.7083333333333,415.2083333333333,242.86666666666667,389.94166666666666
2013-08-25 01:00:00,357.14166666666665,118.49166666666666,431.2583333333333,439.84166666666664,453.26666666666665,364.0833333333333,277.375,480.3666666666667,362.96666666666664,483.4,476.51666666666665,345.56666666666666,464.0833333333333,453.2416666666667,186.91666666666666,348.4916666666667,429.1333333333333,417.73333333333335,332.5083333333333,327.78333333333336,534.6416666666667,398.5416666666667,415.175,323.15,433.8,352.81666666666666,462.475,310.325,377.6115702479339,415.53333333333336,376.73333333333335,379.48333333333335,360.575,332.56666666666666,354.5,427.76666666666665,481.01666666666665,395.27272727272725,382.7,391.35,370.5416666666667,467.05833333333334,402.15833333333336,518.975,418.525,435.25,322.225,413.34166666666664,241.03333333333333,390.80833333333334
2013-08-25 01:10:00,354.975,113.08333333333333,432.6,444.05,456.2583333333333,374.15833333333336,278.05833333333334,443.53333333333336,362.4,480.0,480.7,340.975,466.2,452.1666666666667,188.08333333333334,350.3833333333333,426.825,416.1333333333333,331.26666666666665,331.8,614.0166666666667,398.4583333333333,414.5083333333333,323.325,435.45,353.53333333333336,457.1,311.53333333333336,377.40833333333336,415.2,376.5083333333333,376.18333333333334,358.4583333333333,332.05833333333334,355.34166666666664,430.93333333333334,477.89166666666665,391.0416666666667,381.28333333333336,393.275,370.06666666666666,467.225,404.6333333333333,519.3416666666667,420.375,434.175,323.7416666666667,412.7583333333333,242.01666666666668,395.025
2013-08-25 01:20:00,357.98333333333335,110.45833333333333,430.575,447.3,453.94166666666666,371.225,277.35,333.93333333333334,358.0083333333333,483.85833333333335,483.93333333333334,346.80833333333334,463.8333333333333,450.975,185.09166666666667,349.44166666666666,425.825,414.9916666666667,328.09166666666664,328.4166666666667,647.025,397.225,412.65833333333336,324.26666666666665,435.225,354.34166666666664,454.6666666666667,310.6528925619835,374.675,414.325,375.8333333333333,373.51666666666665,356.75,333.30833333333334,354.95,426.15,477.73333333333335,394.75,380.39166666666665,391.7,367.675,465.65,402.0,518.6583333333333,418.53333333333336,429.4,319.0833333333333,410.75,242.325,393.40833333333336
