datetime,Light
2013-08-31 00:00:00,118.0
2013-08-31 00:00:05,119.0
2013-08-31 00:00:10,117.0
2013-08-31 00:00:15,118.0
2013-08-31 00:00:20,118.0
2013-08-31 00:00:25,118.0
2013-08-31 00:00:30,118.0
2013-08-31 00:00:35,117.0
2013-08-31 00:00:40,117.0
2013-08-31 00:00:45,117.0
2013-08-31 00:00:50,119.0
2013-08-31 00:00:55,117.0
2013-08-31 00:01:00,118.0
2013-08-31 00:01:05,118.0
2013-08-31 00:01:10,118.0
2013-08-31 00:01:15,118.0
2013-08-31 00:01:20,118.0
2013-08-31 00:01:25,117.0
2013-08-31 00:01:30,117.0
2013-08-31 00:01:38,119.0
2013-08-31 00:01:40,118.0
2013-08-31 00:01:45,118.0
2013-08-31 00:01:50,118.0
2013-08-31 00:01:55,117.0
2013-08-31 00:02:00,118.0
2013-08-31 00:02:05,118.0
2013-08-31 00:02:10,116.0
2013-08-31 00:02:15,118.0
2013-08-31 00:02:20,117.0
2013-08-31 00:02:26,118.0
2013-08-31 00:02:30,119.0
2013-08-31 00:02:35,117.0
2013-08-31 00:02:40,117.0
2013-08-31 00:02:45,117.0
2013-08-31 00:02:50,115.0
2013-08-31 00:02:55,118.0
2013-08-31 00:03:00,117.0
2013-08-31 00:03:05,117.0
2013-08-31 00:03:10,118.0
2013-08-31 00:03:15,118.0
2013-08-31 00:03:20,118.0
2013-08-31 00:03:25,116.0
2013-08-31 00:03:30,116.0
2013-08-31 00:03:35,117.0
2013-08-31 00:03:40,117.0
2013-08-31 00:03:45,118.0
2013-08-31 00:03:50,116.0
2013-08-31 00:03:55,116.0
2013-08-31 00:04:00,117.0
2013-08-31 00:04:05,117.0
2013-08-31 00:04:10,118.0
2013-08-31 00:04:15,117.0
2013-08-31 00:04:20,116.0
2013-08-31 00:04:25,115.0
2013-08-31 00:04:30,115.0
2013-08-31 00:04:35,116.0
2013-08-31 00:04:40,116.0
2013-08-31 00:04:45,116.0
2013-08-31 00:04:50,115.0
2013-08-31 00:04:55,116.0
2013-08-31 00:05:00,116.0
2013-08-31 00:05:05,116.0
2013-08-31 00:05:10,116.0
2013-08-31 00:05:15,116.0
2013-08-31 00:05:20,116.0
2013-08-31 00:05:25,116.0
2013-08-31 00:05:30,117.0
2013-08-31 00:05:35,118.0
2013-08-31 00:05:40,118.0
2013-08-31 00:05:45,118.0
2013-08-31 00:05:50,116.0
2013-08-31 00:05:55,116.0
2013-08-31 00:06:00,117.0
2013-08-31 00:06:05,117.0
2013-08-31 00:06:10,117.0
2013-08-31 00:06:15,118.0
2013-08-31 00:06:20,117.0
2013-08-31 00:06:25,117.0
2013-08-31 00:06:30,116.0
2013-08-31 00:06:35,117.0
2013-08-31 00:06:40,118.0
2013-08-31 00:06:45,117.0
2013-08-31 00:06:50,116.0
2013-08-31 00:06:55,117.0
2013-08-31 00:07:00,117.0
2013-08-31 00:07:05,117.0
2013-08-31 00:07:10,117.0
2013-08-31 00:07:15,117.0
2013-08-31 00:07:20,117.0
2013-08-31 00:07:25,116.0
2013-08-31 00:07:30,115.0
2013-08-31 00:07:35,116.0
2013-08-31 00:07:40,116.0
2013-08-31 00:07:45,117.0
2013-08-31 00:07:50,118.0
2013-08-31 00:07:55,116.0
2013-08-31 00:08:00,116.0
2013-08-31 00:08:05,116.0
2013-08-31 00:08:10,116.0
2013-08-31 00:08:15,117.0
2013-08-31 00:08:20,116.0
2013-08-31 00:08:25,117.0
2013-08-31 00:08:30,116.0
2013-08-31 00:08:35,116.0
2013-08-31 00:08:40,117.0
2013-08-31 00:08:45,115.0
2013-08-31 00:08:50,116.0
2013-08-31 00:08:55,116.0
2013-08-31 00:09:00,116.0
2013-08-31 00:09:05,118.0
2013-08-31 00:09:10,116.0
2013-08-31 00:09:15,117.0
2013-08-31 00:09:20,117.0
2013-08-31 00:09:25,116.0
2013-08-31 00:09:30,117.0
2013-08-31 00:09:35,116.0
2013-08-31 00:09:40,118.0
2013-08-31 00:09:45,116.0
2013-08-31 00:09:50,117.0
2013-08-31 00:09:55,118.0
2013-08-31 00:10:00,116.0
2013-08-31 00:10:05,115.0
2013-08-31 00:10:10,117.0
2013-08-31 00:10:15,116.0
2013-08-31 00:10:20,115.0
2013-08-31 00:10:25,116.0
2013-08-31 00:10:30,116.0
2013-08-31 00:10:35,116.0
2013-08-31 00:10:40,116.0
2013-08-31 00:10:45,116.0
2013-08-31 00:10:50,116.0
2013-08-31 00:10:55,114.0
2013-08-31 00:11:00,115.0
2013-08-31 00:11:05,116.0
2013-08-31 00:11:10,115.0
2013-08-31 00:11:15,116.0
2013-08-31 00:11:20,116.0
2013-08-31 00:11:25,116.0
2013-08-31 00:11:30,116.0
2013-08-31 00:11:35,116.0
2013-08-31 00:11:40,116.0
2013-08-31 00:11:45,116.0
2013-08-31 00:11:50,116.0
2013-08-31 00:11:55,116.0
2013-08-31 00:12:00,115.0
2013-08-31 00:12:05,116.0
2013-08-31 00:12:10,116.0
2013-08-31 00:12:15,115.0
2013-08-31 00:12:20,117.0
2013-08-31 00:12:25,116.0
2013-08-31 00:12:30,116.0
2013-08-31 00:12:35,117.0
2013-08-31 00:12:40,115.0
2013-08-31 00:12:45,116.0
2013-08-31 00:12:50,116.0
2013-08-31 00:12:55,116.0
2013-08-31 00:13:00,115.0
2013-08-31 00:13:05,116.0
2013-08-31 00:13:10,116.0
2013-08-31 00:13:15,116.0
2013-08-31 00:13:21,115.0
2013-08-31 00:13:25,116.0
2013-08-31 00:13:30,116.0
2013-08-31 00:13:35,116.0
2013-08-31 00:13:43,116.0
2013-08-31 00:13:45,116.0
2013-08-31 00:13:50,116.0
2013-08-31 00:13:55,116.0
2013-08-31 00:14:00,116.0
2013-08-31 00:14:05,117.0
2013-08-31 00:14:10,118.0
2013-08-31 00:14:15,116.0
2013-08-31 00:14:20,115.0
2013-08-31 00:14:25,115.0
2013-08-31 00:14:30,116.0
2013-08-31 00:14:35,116.0
2013-08-31 00:14:40,116.0
2013-08-31 00:14:45,118.0
2013-08-31 00:14:50,116.0
2013-08-31 00:14:55,117.0
2013-08-31 00:15:00,116.0
2013-08-31 00:15:05,115.0
2013-08-31 00:15:10,116.0
2013-08-31 00:15:15,116.0
2013-08-31 00:15:20,116.0
2013-08-31 00:15:25,118.0
2013-08-31 00:15:30,116.0
2013-08-31 00:15:35,117.0
2013-08-31 00:15:40,116.0
2013-08-31 00:15:45,116.0
2013-08-31 00:15:50,116.0
2013-08-31 00:15:55,115.0
2013-08-31 00:16:00,117.0
2013-08-31 00:16:05,116.0
2013-08-31 00:16:10,116.0
2013-08-31 00:16:15,119.0
2013-08-31 00:16:20,116.0
2013-08-31 00:16:25,116.0
2013-08-31 00:16:30,115.0
2013-08-31 00:16:35,117.0
2013-08-31 00:16:40,115.0
2013-08-31 00:16:45,115.0
2013-08-31 00:16:50,116.0
2013-08-31 00:16:55,116.0
2013-08-31 00:17:00,116.0
2013-08-31 00:17:05,116.0
2013-08-31 00:17:10,118.0
2013-08-31 00:17:15,117.0
2013-08-31 00:17:20,117.0
2013-08-31 00:17:25,116.0
2013-08-31 00:17:30,116.0
2013-08-31 00:17:35,116.0
2013-08-31 00:17:40,116.0
2013-08-31 00:17:45,116.0
2013-08-31 00:17:50,116.0
2013-08-31 00:17:55,116.0
2013-08-31 00:18:00,115.0
2013-08-31 00:18:05,117.0
2013-08-31 00:18:10,117.0
2013-08-31 00:18:15,117.0
2013-08-31 00:18:20,116.0
2013-08-31 00:18:25,117.0
2013-08-31 00:18:30,116.0
2013-08-31 00:18:35,116.0
2013-08-31 00:18:40,114.0
2013-08-31 00:18:45,115.0
2013-08-31 00:18:50,116.0
2013-08-31 00:18:55,114.0
2013-08-31 00:19:00,117.0
2013-08-31 00:19:05,116.0
2013-08-31 00:19:10,117.0
2013-08-31 00:19:15,116.0
2013-08-31 00:19:20,117.0
2013-08-31 00:19:25,117.0
2013-08-31 00:19:30,117.0
2013-08-31 00:19:35,115.0
2013-08-31 00:19:40,115.0
2013-08-31 00:19:45,115.0
2013-08-31 00:19:50,115.0
2013-08-31 00:19:55,116.0
2013-08-31 00:20:00,116.0
2013-08-31 00:20:05,114.0
2013-08-31 00:20:10,115.0
2013-08-31 00:20:15,116.0
2013-08-31 00:20:20,117.0
2013-08-31 00:20:25,116.0
2013-08-31 00:20:30,115.0
2013-08-31 00:20:35,116.0
2013-08-31 00:20:40,115.0
2013-08-31 00:20:45,115.0
2013-08-31 00:20:50,113.0
2013-08-31 00:20:55,113.0
2013-08-31 00:21:00,114.0
2013-08-31 00:21:05,114.0
2013-08-31 00:21:10,116.0
2013-08-31 00:21:15,116.0
2013-08-31 00:21:20,115.0
2013-08-31 00:21:25,115.0
2013-08-31 00:21:30,116.0
2013-08-31 00:21:35,116.0
2013-08-31 00:21:40,115.0
2013-08-31 00:21:45,115.0
2013-08-31 00:21:50,114.0
2013-08-31 00:21:55,114.0
2013-08-31 00:22:00,115.0
2013-08-31 00:22:05,115.0
2013-08-31 00:22:10,115.0
2013-08-31 00:22:15,114.0
2013-08-31 00:22:20,116.0
2013-08-31 00:22:25,116.0
2013-08-31 00:22:30,115.0
2013-08-31 00:22:35,117.0
2013-08-31 00:22:40,116.0
2013-08-31 00:22:45,116.0
2013-08-31 00:22:50,116.0
2013-08-31 00:22:55,115.0
2013-08-31 00:23:00,117.0
2013-08-31 00:23:05,116.0
2013-08-31 00:23:10,116.0
2013-08-31 00:23:15,116.0
2013-08-31 00:23:20,116.0
2013-08-31 00:23:25,116.0
2013-08-31 00:23:30,115.0
2013-08-31 00:23:35,116.0
2013-08-31 00:23:41,116.0
2013-08-31 00:23:45,115.0
2013-08-31 00:23:50,116.0
2013-08-31 00:23:55,116.0
2013-08-31 00:24:00,115.0
2013-08-31 00:24:05,116.0
2013-08-31 00:24:10,117.0
2013-08-31 00:24:15,115.0
2013-08-31 00:24:20,116.0
2013-08-31 00:24:25,117.0
2013-08-31 00:24:30,117.0
2013-08-31 00:24:35,115.0
2013-08-31 00:24:40,118.0
2013-08-31 00:24:45,116.0
2013-08-31 00:24:50,117.0
2013-08-31 00:24:55,117.0
2013-08-31 00:25:00,117.0
2013-08-31 00:25:05,117.0
2013-08-31 00:25:10,117.0
2013-08-31 00:25:15,115.0
2013-08-31 00:25:20,115.0
2013-08-31 00:25:25,117.0
2013-08-31 00:25:30,117.0
2013-08-31 00:25:35,117.0
2013-08-31 00:25:40,116.0
2013-08-31 00:25:45,116.0
2013-08-31 00:25:50,116.0
2013-08-31 00:25:55,116.0
2013-08-31 00:26:00,116.0
2013-08-31 00:26:05,114.0
2013-08-31 00:26:10,114.0
2013-08-31 00:26:18,115.0
2013-08-31 00:26:20,115.0
2013-08-31 00:26:25,116.0
2013-08-31 00:26:30,117.0
2013-08-31 00:26:35,117.0
2013-08-31 00:26:40,116.0
2013-08-31 00:26:45,117.0
2013-08-31 00:26:50,117.0
2013-08-31 00:26:55,117.0
2013-08-31 00:27:00,118.0
2013-08-31 00:27:05,118.0
2013-08-31 00:27:10,117.0
2013-08-31 00:27:15,116.0
2013-08-31 00:27:20,116.0
2013-08-31 00:27:25,117.0
2013-08-31 00:27:30,116.0
2013-08-31 00:27:35,116.0
2013-08-31 00:27:40,116.0
2013-08-31 00:27:45,117.0
2013-08-31 00:27:50,116.0
2013-08-31 00:27:55,116.0
2013-08-31 00:28:00,117.0
2013-08-31 00:28:05,116.0
2013-08-31 00:28:10,117.0
2013-08-31 00:28:15,116.0
2013-08-31 00:28:20,116.0
2013-08-31 00:28:25,116.0
2013-08-31 00:28:30,117.0
2013-08-31 00:28:35,116.0
2013-08-31 00:28:40,117.0
2013-08-31 00:28:45,117.0
2013-08-31 00:28:50,118.0
2013-08-31 00:28:55,119.0
2013-08-31 00:29:00,117.0
2013-08-31 00:29:05,117.0
2013-08-31 00:29:10,117.0
2013-08-31 00:29:15,116.0
2013-08-31 00:29:20,116.0
2013-08-31 00:29:25,118.0
2013-08-31 00:29:30,118.0
2013-08-31 00:29:35,119.0
2013-08-31 00:29:40,117.0
2013-08-31 00:29:45,117.0
2013-08-31 00:29:50,117.0
2013-08-31 00:29:55,116.0
2013-08-31 00:30:00,115.0
2013-08-31 00:30:05,117.0
2013-08-31 00:30:10,117.0
2013-08-31 00:30:15,119.0
2013-08-31 00:30:20,116.0
