datetime,CO2
2013-08-23 23:05:16,453.0
2013-08-23 23:05:22,448.0
2013-08-23 23:05:27,434.0
2013-08-23 23:05:30,434.0
2013-08-23 23:05:33,437.0
2013-08-23 23:05:38,437.0
2013-08-23 23:05:43,446.0
2013-08-23 23:05:48,447.0
2013-08-23 23:05:53,446.0
2013-08-23 23:05:58,449.0
2013-08-23 23:06:03,442.0
2013-08-23 23:06:08,447.0
2013-08-23 23:06:13,458.0
2013-08-23 23:06:18,447.0
2013-08-23 23:06:23,450.0
2013-08-23 23:06:28,447.0
2013-08-23 23:06:33,453.0
2013-08-23 23:06:38,453.0
2013-08-23 23:06:43,458.0
2013-08-23 23:06:48,456.0
2013-08-23 23:06:53,458.0
2013-08-23 23:06:58,458.0
2013-08-23 23:07:03,458.0
2013-08-23 23:07:08,453.0
2013-08-23 23:07:13,453.0
2013-08-23 23:07:18,456.0
2013-08-23 23:07:23,449.0
2013-08-23 23:07:28,446.0
2013-08-23 23:07:33,443.0
2013-08-23 23:07:38,437.0
2013-08-23 23:07:43,442.0
2013-08-23 23:07:48,449.0
2013-08-23 23:07:53,446.0
2013-08-23 23:07:58,447.0
2013-08-23 23:08:03,447.0
2013-08-23 23:08:08,450.0
2013-08-23 23:08:13,453.0
2013-08-23 23:08:18,450.0
2013-08-23 23:08:23,456.0
2013-08-23 23:08:28,458.0
2013-08-23 23:08:33,456.0
2013-08-23 23:08:38,458.0
2013-08-23 23:08:43,458.0
2013-08-23 23:08:48,458.0
2013-08-23 23:08:53,453.0
2013-08-23 23:08:58,453.0
2013-08-23 23:09:03,458.0
2013-08-23 23:09:08,458.0
2013-08-23 23:09:13,458.0
2013-08-23 23:09:18,453.0
2013-08-23 23:09:23,453.0
2013-08-23 23:09:28,458.0
2013-08-23 23:09:33,458.0
2013-08-23 23:09:38,455.0
2013-08-23 23:09:43,450.0
2013-08-23 23:09:48,447.0
2013-08-23 23:09:53,465.0
2013-08-23 23:09:58,453.0
2013-08-23 23:10:03,453.0
2013-08-23 23:10:08,455.0
2013-08-23 23:10:13,453.0
2013-08-23 23:10:18,442.0
2013-08-23 23:10:23,442.0
2013-08-23 23:10:28,437.0
2013-08-23 23:10:33,445.0
2013-08-23 23:10:38,447.0
2013-08-23 23:10:43,458.0
2013-08-23 23:10:48,455.0
2013-08-23 23:10:53,462.0
2013-08-23 23:10:58,461.0
2013-08-23 23:11:03,453.0
2013-08-23 23:11:08,453.0
2013-08-23 23:11:13,446.0
2013-08-23 23:11:18,453.0
2013-08-23 23:11:23,453.0
2013-08-23 23:11:28,458.0
2013-08-23 23:11:33,458.0
2013-08-23 23:11:38,462.0
2013-08-23 23:11:43,458.0
2013-08-23 23:11:48,465.0
2013-08-23 23:11:53,462.0
2013-08-23 23:11:58,469.0
2013-08-23 23:12:03,464.0
2013-08-23 23:12:08,458.0
2013-08-23 23:12:13,458.0
2013-08-23 23:12:18,456.0
2013-08-23 23:12:23,458.0
2013-08-23 23:12:28,457.0
2013-08-23 23:12:33,455.0
2013-08-23 23:12:38,453.0
2013-08-23 23:12:43,458.0
2013-08-23 23:12:48,469.0
2013-08-23 23:12:53,472.0
2013-08-23 23:12:58,482.0
2013-08-23 23:13:03,482.0
2013-08-23 23:13:08,474.0
2013-08-23 23:13:13,469.0
2013-08-23 23:13:18,465.0
2013-08-23 23:13:23,461.0
2013-08-23 23:13:28,450.0
2013-08-23 23:13:33,452.0
2013-08-23 23:13:38,442.0
2013-08-23 23:13:43,442.0
2013-08-23 23:13:48,437.0
2013-08-23 23:13:53,442.0
2013-08-23 23:13:58,443.0
2013-08-23 23:14:03,456.0
2013-08-23 23:14:08,456.0
2013-08-23 23:14:13,458.0
2013-08-23 23:14:18,462.0
2013-08-23 23:14:23,462.0
2013-08-23 23:14:28,458.0
2013-08-23 23:14:33,459.0
2013-08-23 23:14:38,459.0
2013-08-23 23:14:43,465.0
2013-08-23 23:14:48,464.0
2013-08-23 23:14:53,468.0
2013-08-23 23:14:58,465.0
2013-08-23 23:15:03,465.0
2013-08-23 23:15:08,455.0
2013-08-23 23:15:13,460.0
2013-08-23 23:15:18,458.0
2013-08-23 23:15:23,453.0
2013-08-23 23:15:28,459.0
2013-08-23 23:15:33,458.0
2013-08-23 23:15:38,461.0
2013-08-23 23:15:43,458.0
2013-08-23 23:15:48,465.0
2013-08-23 23:15:53,458.0
2013-08-23 23:15:58,458.0
2013-08-23 23:16:03,458.0
2013-08-23 23:16:08,465.0
2013-08-23 23:16:13,461.0
2013-08-23 23:16:18,461.0
2013-08-23 23:16:23,462.0
2013-08-23 23:16:28,459.0
2013-08-23 23:16:33,459.0
2013-08-23 23:16:38,453.0
2013-08-23 23:16:43,453.0
2013-08-23 23:16:48,465.0
2013-08-23 23:16:53,466.0
2013-08-23 23:16:58,466.0
2013-08-23 23:17:03,466.0
2013-08-23 23:17:08,469.0
2013-08-23 23:17:13,463.0
2013-08-23 23:17:18,462.0
2013-08-23 23:17:23,461.0
2013-08-23 23:17:28,464.0
2013-08-23 23:17:33,468.0
2013-08-23 23:17:38,458.0
2013-08-23 23:17:43,465.0
2013-08-23 23:17:48,463.0
2013-08-23 23:17:53,467.0
2013-08-23 23:17:58,463.0
2013-08-23 23:18:03,472.0
2013-08-23 23:18:08,464.0
2013-08-23 23:18:13,463.0
2013-08-23 23:18:18,458.0
2013-08-23 23:18:23,453.0
2013-08-23 23:18:28,458.0
2013-08-23 23:18:33,453.0
2013-08-23 23:18:38,465.0
2013-08-23 23:18:43,463.0
2013-08-23 23:18:48,466.0
2013-08-23 23:18:53,466.0
2013-08-23 23:18:58,463.0
2013-08-23 23:19:03,463.0
2013-08-23 23:19:08,464.0
2013-08-23 23:19:13,458.0
2013-08-23 23:19:18,469.0
2013-08-23 23:19:23,477.0
2013-08-23 23:19:28,475.0
2013-08-23 23:19:33,474.0
2013-08-23 23:19:38,474.0
2013-08-23 23:19:43,458.0
2013-08-23 23:19:48,472.0
2013-08-23 23:19:53,455.0
2013-08-23 23:19:58,464.0
2013-08-23 23:20:03,465.0
2013-08-23 23:20:08,463.0
2013-08-23 23:20:13,458.0
2013-08-23 23:20:18,468.0
2013-08-23 23:20:23,465.0
2013-08-23 23:20:28,464.0
2013-08-23 23:20:33,462.0
2013-08-23 23:20:38,458.0
2013-08-23 23:20:43,455.0
2013-08-23 23:20:48,458.0
2013-08-23 23:20:53,461.0
2013-08-23 23:20:58,463.0
2013-08-23 23:21:03,468.0
2013-08-23 23:21:08,468.0
2013-08-23 23:21:13,465.0
2013-08-23 23:21:18,470.0
2013-08-23 23:21:23,469.0
2013-08-23 23:21:28,482.0
2013-08-23 23:21:33,477.0
2013-08-23 23:21:38,466.0
2013-08-23 23:21:43,468.0
2013-08-23 23:21:48,459.0
2013-08-23 23:21:53,458.0
2013-08-23 23:21:58,458.0
2013-08-23 23:22:03,461.0
2013-08-23 23:22:08,461.0
2013-08-23 23:22:13,455.0
2013-08-23 23:22:18,453.0
2013-08-23 23:22:23,458.0
2013-08-23 23:22:28,457.0
2013-08-23 23:22:33,458.0
2013-08-23 23:22:38,455.0
2013-08-23 23:22:43,464.0
2013-08-23 23:22:48,465.0
2013-08-23 23:22:53,466.0
2013-08-23 23:22:58,469.0
2013-08-23 23:23:03,474.0
2013-08-23 23:23:08,474.0
2013-08-23 23:23:13,469.0
2013-08-23 23:23:18,465.0
2013-08-23 23:23:23,458.0
2013-08-23 23:23:28,461.0
2013-08-23 23:23:33,464.0
2013-08-23 23:23:38,466.0
2013-08-23 23:23:43,471.0
2013-08-23 23:23:48,477.0
2013-08-23 23:23:53,482.0
2013-08-23 23:23:58,482.0
2013-08-23 23:24:03,476.0
2013-08-23 23:24:08,471.0
2013-08-23 23:24:13,475.0
2013-08-23 23:24:18,474.0
2013-08-23 23:24:23,480.0
2013-08-23 23:24:28,482.0
2013-08-23 23:24:33,472.0
2013-08-23 23:24:38,469.0
2013-08-23 23:24:43,474.0
2013-08-23 23:24:48,474.0
2013-08-23 23:24:53,471.0
2013-08-23 23:24:58,480.0
2013-08-23 23:25:03,474.0
2013-08-23 23:25:08,469.0
2013-08-23 23:25:13,469.0
2013-08-23 23:25:18,468.0
2013-08-23 23:25:23,466.0
2013-08-23 23:25:28,474.0
2013-08-23 23:25:33,472.0
2013-08-23 23:25:38,458.0
2013-08-23 23:25:43,458.0
2013-08-23 23:25:48,458.0
2013-08-23 23:25:53,465.0
2013-08-23 23:25:58,474.0
2013-08-23 23:26:03,475.0
2013-08-23 23:26:08,482.0
2013-08-23 23:26:13,479.0
2013-08-23 23:26:18,482.0
2013-08-23 23:26:23,488.0
2013-08-23 23:26:28,469.0
2013-08-23 23:26:33,474.0
2013-08-23 23:26:38,468.0
2013-08-23 23:26:43,466.0
2013-08-23 23:26:48,469.0
2013-08-23 23:26:53,472.0
2013-08-23 23:26:58,474.0
2013-08-23 23:27:03,474.0
2013-08-23 23:27:08,474.0
2013-08-23 23:27:13,469.0
2013-08-23 23:27:18,474.0
