datetime,Light
2013-08-23 23:05:29,5.0
2013-08-23 23:05:30,6.0
2013-08-23 23:05:33,4.0
2013-08-23 23:05:38,4.0
2013-08-23 23:05:43,5.0
2013-08-23 23:05:48,5.0
2013-08-23 23:05:53,5.0
2013-08-23 23:05:58,4.0
2013-08-23 23:06:03,4.0
2013-08-23 23:06:08,5.0
2013-08-23 23:06:13,5.0
2013-08-23 23:06:18,6.0
2013-08-23 23:06:23,4.0
2013-08-23 23:06:28,4.0
2013-08-23 23:06:33,5.0
2013-08-23 23:06:38,4.0
2013-08-23 23:06:43,5.0
2013-08-23 23:06:48,4.0
2013-08-23 23:06:53,4.0
2013-08-23 23:06:58,6.0
2013-08-23 23:07:03,4.0
2013-08-23 23:07:08,4.0
2013-08-23 23:07:13,5.0
2013-08-23 23:07:18,4.0
2013-08-23 23:07:23,5.0
2013-08-23 23:07:28,5.0
2013-08-23 23:07:33,5.0
2013-08-23 23:07:38,4.0
2013-08-23 23:07:43,5.0
2013-08-23 23:07:48,4.0
2013-08-23 23:07:53,5.0
2013-08-23 23:07:58,4.0
2013-08-23 23:08:03,5.0
2013-08-23 23:08:08,5.0
2013-08-23 23:08:13,5.0
2013-08-23 23:08:18,5.0
2013-08-23 23:08:23,4.0
2013-08-23 23:08:28,5.0
2013-08-23 23:08:33,4.0
2013-08-23 23:08:38,5.0
2013-08-23 23:08:43,5.0
2013-08-23 23:08:48,4.0
2013-08-23 23:08:53,5.0
2013-08-23 23:08:58,5.0
2013-08-23 23:09:03,6.0
2013-08-23 23:09:08,4.0
2013-08-23 23:09:13,4.0
2013-08-23 23:09:18,5.0
2013-08-23 23:09:23,6.0
2013-08-23 23:09:28,3.0
2013-08-23 23:09:33,5.0
2013-08-23 23:09:38,4.0
2013-08-23 23:09:43,2.0
2013-08-23 23:09:48,5.0
2013-08-23 23:09:53,4.0
2013-08-23 23:09:58,5.0
2013-08-23 23:10:03,4.0
2013-08-23 23:10:08,4.0
2013-08-23 23:10:13,5.0
2013-08-23 23:10:18,6.0
2013-08-23 23:10:23,5.0
2013-08-23 23:10:28,5.0
2013-08-23 23:10:33,4.0
2013-08-23 23:10:38,5.0
2013-08-23 23:10:43,5.0
2013-08-23 23:10:48,5.0
2013-08-23 23:10:53,6.0
2013-08-23 23:10:58,6.0
2013-08-23 23:11:03,5.0
2013-08-23 23:11:08,5.0
2013-08-23 23:11:13,4.0
2013-08-23 23:11:18,5.0
2013-08-23 23:11:23,4.0
2013-08-23 23:11:28,4.0
2013-08-23 23:11:33,5.0
2013-08-23 23:11:38,5.0
2013-08-23 23:11:43,5.0
2013-08-23 23:11:48,5.0
