dt,co2_raw,co2_score,light_score,pir_score,fused_score,occupied
2013-08-23 21:20:00,,,,0.0,,0.0
2013-08-23 21:30:00,,,,0.0,,0.0
2013-08-23 21:40:00,,,,0.0,,0.0
2013-08-23 21:50:00,,,,0.0,,0.0
2013-08-23 22:00:00,,,,0.0,,0.0
2013-08-23 22:10:00,,,,0.0,,0.0
2013-08-23 22:20:00,,,,0.0,,0.0
2013-08-23 22:30:00,,,,0.0,,0.0
2013-08-23 22:40:00,,,,0.0,,0.0
2013-08-23 22:50:00,,,,0.0,,0.0
2013-08-23 23:00:00,469.4107142857143,0.9937946807698005,0.0,0.0,0.5231340232126566,1.0
2013-08-23 23:10:00,465.69166666666666,0.9587016009813476,0.0,0.0,0.4782853143773785,1.0
2013-08-23 23:20:00,461.06666666666666,0.9150599188500609,0.0,0.0,0.4785015569464976,1.0
2013-08-23 23:30:00,465.4583333333333,0.9564998584594087,0.0,0.0,0.4680786651149624,1.0
2013-08-23 23:40:00,464.89166666666665,0.9511527694775573,0.0,0.0,0.4649647721196488,1.0
2013-08-23 23:50:00,456.25,0.8696096625043245,0.0,0.0,0.43499355203975715,1.0
2013-08-24 00:00:00,456.2916666666667,0.8700028308118137,0.0,0.0,0.396934859874815,1.0
2013-08-24 00:10:00,454.28333333333336,0.8510521183908406,0.0,0.0,0.3586166766269303,1.0
2013-08-24 00:20:00,453.68333333333334,0.8453904947629978,0.0,0.0,0.34196599880476836,1.0
2013-08-24 00:30:00,447.90833333333336,0.7908973673450129,0.0,0.0,0.3046857798886547,1.0
2013-08-24 00:40:00,440.575,0.7216997452269364,0.0,0.0,0.24798697826565594,0.0
2013-08-24 00:50:00,433.19166666666666,0.6520303211398732,0.0,0.0,0.23133630044349393,0.0
2013-08-24 01:00:00,429.98333333333335,0.6217563614632151,0.0,0.0,0.20058660711477375,0.0
2013-08-24 01:10:00,422.8,0.5539741452520994,0.0,0.0,0.16460384361337405,0.0
2013-08-24 01:20:00,411.875,0.4508854150284653,0.0,0.0,0.15932752492687083,0.0
2013-08-24 01:30:00,408.6666666666667,0.4206114553518071,0.0,0.0,0.1388277293743905,0.0
2013-08-24 01:40:00,402.7416666666667,0.36470292202686133,0.0,0.0,0.12014437140251008,0.0
2013-08-24 01:50:00,395.80833333333334,0.29927971566068007,0.0,0.0,0.11261912999716935,0.0
2013-08-24 02:00:00,394.7916666666667,0.28968640895794695,0.0,0.0,0.09640093731324523,0.0
2013-08-24 02:10:00,390.84166666666664,0.25241405340798273,0.0,0.0,0.08472383858081986,0.0
2013-08-24 02:20:00,387.2416666666667,0.2184443116409274,0.0,0.0,0.09320054729028415,0.0
2013-08-24 02:30:00,385.7916666666667,0.20476205454030788,0.0,0.0,0.06820290630012912,0.0
2013-08-24 02:40:00,382.6666666666667,0.17527443147862767,0.0,0.0,0.06846239738307197,0.0
2013-08-24 02:50:00,380.4166666666667,0.15404334287421792,0.0,0.0,0.05388764822445215,0.0
2013-08-24 03:00:00,382.05,0.16945554052778936,0.0,0.0,0.05384439971062809,0.0
2013-08-24 03:10:00,377.23333333333335,0.12400528418205295,0.0,0.0,0.04212405246437896,0.0
2013-08-24 03:20:00,377.28333333333336,0.12447708615103995,0.0,0.0,0.04601641870852075,0.0
2013-08-24 03:30:00,374.475,0.09797754222627662,0.0,0.0,0.045237945459692515,0.0
2013-08-24 03:40:00,374.46666666666664,0.09789890856477834,0.0,0.0,0.038664171358475344,0.0
2013-08-24 03:50:00,372.2083333333333,0.07658918629887083,0.0,0.0,0.03468530808668574,0.0
2013-08-24 04:00:00,372.9583333333333,0.08366621583367409,0.0,0.0,0.042816028685559684,0.0
2013-08-24 04:10:00,372.80833333333334,0.08225080992671366,0.0,0.0,0.036804485264051966,0.0
2013-08-24 04:20:00,371.5416666666667,0.07029849337904608,0.0,0.0,0.03516104173874768,0.0
2013-08-24 04:30:00,370.775,0.0630641965212468,0.0,0.0,0.028976504261944633,0.0
2013-08-24 04:40:00,372.34166666666664,0.07784732488283579,0.0,0.0,0.04359450193438822,0.0
2013-08-24 04:50:00,371.18333333333334,0.06691724593463994,0.0,0.0,0.04311876828232629,0.0
2013-08-24 05:00:00,370.8666666666667,0.06392916679772305,0.0,0.0,0.027030321139873737,0.0
2013-08-24 05:10:00,369.675,0.05268455320353569,0.0,0.0,0.014488252130972316,0.0
2013-08-24 05:20:00,372.4916666666667,0.07926273078979676,0.0,0.0,0.0324796338816723,0.0
2013-08-24 05:30:00,372.4,0.07839776051332052,0.0,0.0,0.021321517315132325,0.0
2013-08-24 05:40:00,369.3,0.04914603843613406,0.0,0.0,0.0063575315320983745,0.0
2013-08-24 05:50:00,366.8833333333333,0.026342276601767845,0.0,0.0,0.015309973893624608,0.0
2013-08-24 06:00:00,370.35,0.05905387978485872,0.0,0.0,0.03420957443462411,0.0
2013-08-24 06:10:00,368.2,0.038766395118422406,0.0,0.0,0.01254206900890142,0.0
2013-08-24 06:20:00,365.31666666666666,0.011559148240178861,0.0,0.0,0.0177751391815809,0.0
2013-08-24 06:30:00,367.0416666666667,0.02783631617022656,0.0,0.0,0.037323467429937654,0.0
2013-08-24 06:40:00,370.68333333333334,0.0621992262447711,0.0,0.0,0.015223476865976797,0.0
2013-08-24 06:50:00,366.5083333333333,0.022803761834366217,0.0,0.0,0.0066170226150412195,0.0
2013-08-24 07:00:00,367.51666666666665,0.03231843487560163,0.0,0.0,0.0011244613594188965,0.0
2013-08-24 07:10:00,371.28333333333336,0.06786084987261391,0.0,0.0,0.00233541974648531,0.0
2013-08-24 07:20:00,367.025,0.027679048847230537,0.0,0.0,0.009774164124178529,0.0
2013-08-24 07:30:00,365.3666666666667,0.012030950209165853,0.0,0.0,0.026511338973988045,0.0
2013-08-24 07:40:00,364.30833333333334,0.002044475198943448,0.0,0.0,0.0,0.0
2013-08-24 07:50:00,364.5416666666667,0.004246217720882381,0.0,0.0,0.013407039285377472,0.0
2013-08-24 08:00:00,365.975,0.017771207498506414,0.0,0.0,0.00220567420501374,0.0
2013-08-24 08:10:00,369.2,0.04820243449816008,0.0,0.0,0.007957726543578908,0.0
2013-08-24 08:20:00,363.1,0.0,0.0,0.0,0.010725631428302096,0.0
2013-08-24 08:30:00,366.675,0.024376435064322674,0.0,0.0,0.0,0.0
2013-08-24 08:40:00,364.51666666666665,0.0040103167363886175,0.0,0.0,0.0,0.0
2013-08-24 08:50:00,365.625,0.014468593715598013,0.0,0.0,0.0,0.0
2013-08-24 09:00:00,366.15833333333336,0.019501148051458354,0.0,0.0,0.001989431635894948,0.0
2013-08-24 09:10:00,361.53333333333336,0.0,0.0,0.0,0.0,0.0
2013-08-24 09:20:00,361.30833333333334,0.0,0.0,0.0,0.0,0.0
2013-08-24 09:30:00,362.31666666666666,0.0,0.0,0.0,0.0,0.0
2013-08-24 09:40:00,364.475,0.0036171484288999053,0.0,0.0,0.0,0.0
2013-08-24 09:50:00,363.075,0.0,0.0,0.0,0.0,0.0
2013-08-24 10:00:00,361.9916666666667,0.0,0.0,0.0,0.0,0.0
2013-08-24 10:10:00,363.45,0.0,0.0,0.0,0.0,0.0
2013-08-24 10:20:00,361.40833333333336,0.0,0.0,0.0,0.0,0.0
2013-08-24 10:30:00,362.0082644628099,0.0,0.0,0.0,0.0,0.0
2013-08-24 10:40:00,363.76666666666665,0.0,0.0,0.0,0.0,0.0
2013-08-24 10:50:00,360.525,0.0,0.0,0.0,0.0,0.0
2013-08-24 11:00:00,360.84166666666664,0.0,0.0,0.0,0.0,0.0
2013-08-24 11:10:00,359.7583333333333,0.0,0.0,0.0,0.0,0.0
2013-08-24 11:20:00,361.81666666666666,0.0,0.0,0.0,0.0,0.0
2013-08-24 11:30:00,363.125,0.0,0.0,0.0,0.0,0.0
2013-08-24 11:40:00,362.89166666666665,0.0,0.0,0.0,0.0,0.0
2013-08-24 11:50:00,362.65,0.0,0.0,0.0,0.0,0.0
2013-08-24 12:00:00,361.875,0.0,0.0,0.0,0.000389236624414415,0.0
2013-08-24 12:10:00,363.10833333333335,0.0,0.0,0.0,0.0,0.0
2013-08-24 12:20:00,357.425,0.0,0.0,0.0,0.0,0.0
2013-08-24 12:30:00,361.575,0.0,0.0,0.0,0.0057953008523889266,0.0
2013-08-24 12:40:00,364.1666666666667,0.0007077029534807545,0.0,0.0,0.0,0.0
2013-08-24 12:50:00,362.55833333333334,0.0,0.0,0.0,0.0004757336520619316,0.0
2013-08-24 13:00:00,362.55833333333334,0.0,0.0,0.0,0.0,0.0
2013-08-24 13:10:00,365.2083333333333,0.010536910640707138,0.0,0.0,0.0036328751611992395,0.0
2013-08-24 13:20:00,362.575,0.0,0.0,0.0,0.0,0.0
2013-08-24 13:30:00,364.18333333333334,0.0008649702764762392,0.0,0.0,0.0,0.0
2013-08-24 13:40:00,362.85833333333335,0.0,0.0,0.0,0.0,0.0
2013-08-24 13:50:00,364.7916666666667,0.006605227565816799,0.0,0.0,0.0,0.0
2013-08-24 14:00:00,363.7583333333333,0.0,0.0,0.0,0.0,0.0
2013-08-24 14:10:00,362.64166666666665,0.0,0.0,0.0,0.006487277073569649,0.0
2013-08-24 14:20:00,361.4,0.0,0.0,0.0,0.012974554147139298,0.0
2013-08-24 14:30:00,362.21666666666664,0.0,0.0,0.0,0.016304689711571934,0.0
2013-08-24 14:40:00,362.9583333333333,0.0,0.0,0.0,0.008433460195640544,0.0
2013-08-24 14:50:00,365.34166666666664,0.011795049224672088,0.0,0.0,0.015742459031862485,0.0
2013-08-24 15:00:00,366.59166666666664,0.023590098449344177,0.0,0.0,0.019807819331299607,0.0
2013-08-24 15:10:00,367.23333333333335,0.029644890384676242,0.0,0.0,0.03451231403139071,0.0
2013-08-24 15:20:00,365.71666666666664,0.015333563992073716,0.0,0.0,0.02508413801780284,0.0
2013-08-24 15:30:00,367.125,0.028622652785204518,0.0,0.0,0.008130720598874236,0.0
2013-08-24 15:40:00,367.90833333333336,0.03601421696599928,0.0,0.0,0.012196080898311059,0.0
2013-08-24 15:50:00,370.7416666666667,0.06274966187525584,0.0,0.0,0.02517063504545036,0.0
2013-08-24 16:00:00,368.925,0.045607523668732435,0.0,0.0,0.013580033340672506,0.0
2013-08-24 16:10:00,365.65833333333336,0.014783128361589518,0.0,0.0,0.035463781335514276,0.0
2013-08-24 16:20:00,366.44166666666666,0.02217469254238374,0.0,0.0,0.026122102349573927,0.0
2013-08-24 16:30:00,368.94166666666666,0.04576479099172792,0.0,0.0,0.03455556254521447,0.0
2013-08-24 16:40:00,366.7083333333333,0.024690969710313645,0.0,0.0,0.051984713616205006,0.0
2013-08-24 16:50:00,370.925,0.06447960242820777,0.0,0.0,0.04489195734910215,0.0
2013-08-24 17:00:00,369.125,0.04749473154467986,0.0,0.0,0.03580976944610464,0.0
2013-08-24 17:10:00,370.75,0.06282829553675358,0.0,0.0,0.060547919353316826,0.0
2013-08-24 17:20:00,374.10833333333335,0.09451766112037273,0.0,0.0,0.07161953889220898,0.0
2013-08-24 17:30:00,372.7416666666667,0.08162174063473118,0.0,0.0,0.10085553423709617,0.0
2013-08-24 17:40:00,370.9916666666667,0.06510867172019025,0.0,0.0,0.1055263737300665,0.0
2013-08-24 17:50:00,375.7583333333333,0.11008712609693967,0.0,0.0,0.14721794105620728,0.0
2013-08-24 18:00:00,377.89166666666665,0.13021734344037997,0.0,0.0,0.13355141068788726,0.0
2013-08-24 18:10:00,383.525,0.18337369861290212,0.0,0.0,0.13865473531909545,0.0
2013-08-24 18:20:00,384.425,0.19186613405466635,0.0,0.0,0.14916412417827818,0.0
2013-08-24 18:30:00,392.4583333333333,0.2676689837385587,0.0,0.0,0.15089406473123027,0.0
2013-08-24 18:40:00,389.825,0.24282074670524956,0.0,0.0,0.12693438807284632,0.0
2013-08-24 18:50:00,390.80833333333334,0.2520995187619917,0.0,0.0,0.14877488755386406,0.0
2013-08-24 19:00:00,392.8333333333333,0.2712074985059603,0.0,0.0,0.15119680432799687,0.0
2013-08-24 19:10:00,393.1666666666667,0.2743528449658732,0.0,0.0,0.14652596483502656,0.0
2013-08-24 19:20:00,388.55,0.23078979649608422,0.0,0.0,0.13091325134463563,0.0
2013-08-24 19:30:00,392.7583333333333,0.2704997955524801,0.0,0.0,0.11837118233573422,0.0
2013-08-24 19:40:00,393.225,0.27490328059635794,0.0,0.0,0.13368115622935883,0.0
2013-08-24 19:50:00,392.325,0.26641084515459373,0.0,0.0,0.10012030950209169,0.0
2013-08-24 20:00:00,389.31666666666666,0.23802409335388297,0.0,0.0,0.12697763658667008,0.0
2013-08-24 20:10:00,386.9,0.21522033151951675,0.0,0.0,0.12209055452458098,0.0
2013-08-24 20:20:00,389.85,0.2430566476897433,0.0,0.0,0.16404161293366462,0.0
2013-08-24 20:30:00,383.3833333333333,0.18203692636743943,0.0,0.0,0.1497696033718114,0.0
2013-08-24 20:40:00,388.55833333333334,0.23086843015758196,0.0,0.0,0.15374846664360067,0.0
2013-08-24 20:50:00,387.6166666666667,0.22198282640832903,0.0,0.0,0.14388780549177493,0.0
2013-08-24 21:00:00,395.7,0.2982574780612084,0.0,0.0,0.1713073632560628,0.0
2013-08-24 21:10:00,392.95,0.2723083697669298,0.0,0.0,0.17943808385493673,0.0
2013-08-24 21:20:00,393.71666666666664,0.2795426666247285,0.0,0.0,0.18242223130877872,0.0
2013-08-24 21:30:00,391.81666666666666,0.26161419180322715,0.0,0.0,0.1821194917120121,0.0
2013-08-24 21:40:00,397.1,0.31146793319284144,0.0,0.0,0.1687557009404587,0.0
2013-08-24 21:50:00,398.6666666666667,0.3262510615544304,0.0,0.0,0.16551206240367386,0.0
2013-08-24 22:00:00,399.2416666666667,0.33167678419777946,0.0,0.0,0.1748537413896142,0.0
2013-08-24 22:10:00,399.18333333333334,0.3311263485672947,0.0,0.0,0.1748537413896142,0.0
2013-08-24 22:20:00,396.60833333333335,0.30682854716447033,0.0,0.0,0.1854063787626207,0.0
2013-08-24 22:30:00,395.98333333333335,0.3009310225521343,0.0,0.0,0.1645605950995503,0.0
2013-08-24 22:40:00,397.78333333333336,0.3179158934356622,0.0,0.0,0.17230207907401013,0.0
2013-08-24 22:50:00,397.78333333333336,0.3179158934356622,0.0,0.0,0.15599738936243818,0.0
2013-08-24 23:00:00,399.81666666666666,0.3371025068411285,0.0,0.0,0.13437313245053956,0.0
