datetime,CO2
2013-08-23 23:05:15,378.0
2013-08-23 23:05:22,387.0
2013-08-23 23:05:27,404.0
2013-08-23 23:05:30,400.0
2013-08-23 23:05:33,400.0
2013-08-23 23:05:38,396.0
2013-08-23 23:05:43,391.0
2013-08-23 23:05:48,390.0
2013-08-23 23:05:53,383.0
2013-08-23 23:05:58,382.0
2013-08-23 23:06:03,379.0
2013-08-23 23:06:08,388.0
2013-08-23 23:06:13,388.0
2013-08-23 23:06:18,388.0
2013-08-23 23:06:23,374.0
2013-08-23 23:06:28,374.0
2013-08-23 23:06:33,374.0
2013-08-23 23:06:38,382.0
2013-08-23 23:06:43,388.0
2013-08-23 23:06:48,393.0
2013-08-23 23:06:53,389.0
2013-08-23 23:06:58,381.0
2013-08-23 23:07:03,381.0
2013-08-23 23:07:08,386.0
2013-08-23 23:07:13,384.0
2013-08-23 23:07:18,381.0
2013-08-23 23:07:23,383.0
2013-08-23 23:07:28,386.0
2013-08-23 23:07:33,386.0
2013-08-23 23:07:38,381.0
2013-08-23 23:07:43,381.0
2013-08-23 23:07:48,381.0
2013-08-23 23:07:53,389.0
2013-08-23 23:07:58,393.0
2013-08-23 23:08:03,394.0
2013-08-23 23:08:08,389.0
2013-08-23 23:08:13,393.0
2013-08-23 23:08:18,393.0
2013-08-23 23:08:23,390.0
2013-08-23 23:08:28,393.0
2013-08-23 23:08:33,391.0
2013-08-23 23:08:38,390.0
2013-08-23 23:08:43,389.0
2013-08-23 23:08:48,387.0
2013-08-23 23:08:53,394.0
2013-08-23 23:08:58,397.0
2013-08-23 23:09:03,393.0
2013-08-23 23:09:08,390.0
2013-08-23 23:09:13,387.0
2013-08-23 23:09:18,387.0
2013-08-23 23:09:23,393.0
2013-08-23 23:09:28,390.0
2013-08-23 23:09:33,395.0
2013-08-23 23:09:38,390.0
2013-08-23 23:09:43,394.0
2013-08-23 23:09:48,393.0
2013-08-23 23:09:53,395.0
2013-08-23 23:09:58,400.0
2013-08-23 23:10:03,400.0
2013-08-23 23:10:08,394.0
2013-08-23 23:10:13,374.0
2013-08-23 23:10:18,378.0
2013-08-23 23:10:23,371.0
2013-08-23 23:10:28,375.0
2013-08-23 23:10:33,383.0
2013-08-23 23:10:38,387.0
2013-08-23 23:10:43,388.0
2013-08-23 23:10:48,397.0
2013-08-23 23:10:53,393.0
2013-08-23 23:10:58,398.0
2013-08-23 23:11:03,397.0
2013-08-23 23:11:08,404.0
2013-08-23 23:11:13,405.0
2013-08-23 23:11:18,402.0
2013-08-23 23:11:23,400.0
2013-08-23 23:11:28,396.0
2013-08-23 23:11:33,394.0
2013-08-23 23:11:38,383.0
2013-08-23 23:11:43,381.0
2013-08-23 23:11:48,384.0
2013-08-23 23:11:53,384.0
2013-08-23 23:11:58,386.0
2013-08-23 23:12:03,387.0
2013-08-23 23:12:08,390.0
2013-08-23 23:12:13,393.0
2013-08-23 23:12:18,392.0
2013-08-23 23:12:23,397.0
2013-08-23 23:12:28,390.0
2013-08-23 23:12:33,394.0
2013-08-23 23:12:38,395.0
2013-08-23 23:12:43,404.0
2013-08-23 23:12:48,397.0
2013-08-23 23:12:53,397.0
2013-08-23 23:12:58,390.0
2013-08-23 23:13:03,390.0
2013-08-23 23:13:08,381.0
2013-08-23 23:13:13,381.0
2013-08-23 23:13:18,378.0
2013-08-23 23:13:23,384.0
2013-08-23 23:13:28,389.0
2013-08-23 23:13:33,393.0
2013-08-23 23:13:38,393.0
2013-08-23 23:13:43,387.0
2013-08-23 23:13:48,386.0
2013-08-23 23:13:53,381.0
2013-08-23 23:13:58,377.0
2013-08-23 23:14:03,374.0
2013-08-23 23:14:08,381.0
2013-08-23 23:14:13,384.0
2013-08-23 23:14:18,388.0
2013-08-23 23:14:23,390.0
2013-08-23 23:14:28,394.0
2013-08-23 23:14:33,395.0
2013-08-23 23:14:38,400.0
2013-08-23 23:14:43,391.0
2013-08-23 23:14:48,398.0
2013-08-23 23:14:53,397.0
2013-08-23 23:14:58,400.0
2013-08-23 23:15:03,395.0
2013-08-23 23:15:08,398.0
2013-08-23 23:15:13,393.0
2013-08-23 23:15:18,393.0
2013-08-23 23:15:23,387.0
2013-08-23 23:15:28,390.0
2013-08-23 23:15:33,390.0
2013-08-23 23:15:38,397.0
2013-08-23 23:15:43,390.0
2013-08-23 23:15:48,397.0
2013-08-23 23:15:53,397.0
2013-08-23 23:15:58,400.0
2013-08-23 23:16:03,397.0
2013-08-23 23:16:08,390.0
2013-08-23 23:16:13,389.0
2013-08-23 23:16:18,386.0
2013-08-23 23:16:23,377.0
2013-08-23 23:16:28,383.0
2013-08-23 23:16:33,388.0
2013-08-23 23:16:38,389.0
2013-08-23 23:16:43,397.0
2013-08-23 23:16:48,394.0
2013-08-23 23:16:53,395.0
2013-08-23 23:16:58,394.0
2013-08-23 23:17:03,393.0
2013-08-23 23:17:08,395.0
2013-08-23 23:17:13,391.0
2013-08-23 23:17:18,390.0
2013-08-23 23:17:23,387.0
2013-08-23 23:17:28,386.0
2013-08-23 23:17:33,390.0
2013-08-23 23:17:38,387.0
2013-08-23 23:17:43,386.0
2013-08-23 23:17:48,396.0
2013-08-23 23:17:53,395.0
2013-08-23 23:17:58,394.0
2013-08-23 23:18:03,388.0
2013-08-23 23:18:08,385.0
2013-08-23 23:18:13,386.0
2013-08-23 23:18:18,386.0
2013-08-23 23:18:23,389.0
2013-08-23 23:18:28,386.0
2013-08-23 23:18:33,387.0
2013-08-23 23:18:38,395.0
2013-08-23 23:18:43,395.0
2013-08-23 23:18:48,400.0
2013-08-23 23:18:53,399.0
2013-08-23 23:18:58,397.0
2013-08-23 23:19:03,400.0
2013-08-23 23:19:08,402.0
2013-08-23 23:19:13,399.0
2013-08-23 23:19:18,406.0
2013-08-23 23:19:23,409.0
2013-08-23 23:19:28,402.0
2013-08-23 23:19:33,397.0
2013-08-23 23:19:38,396.0
2013-08-23 23:19:43,393.0
2013-08-23 23:19:48,391.0
2013-08-23 23:19:53,397.0
2013-08-23 23:19:58,402.0
2013-08-23 23:20:03,397.0
2013-08-23 23:20:08,397.0
2013-08-23 23:20:13,393.0
2013-08-23 23:20:18,397.0
2013-08-23 23:20:23,395.0
2013-08-23 23:20:28,393.0
2013-08-23 23:20:33,393.0
2013-08-23 23:20:38,395.0
2013-08-23 23:20:43,396.0
2013-08-23 23:20:48,400.0
2013-08-23 23:20:53,402.0
2013-08-23 23:20:58,398.0
2013-08-23 23:21:03,400.0
2013-08-23 23:21:08,394.0
2013-08-23 23:21:13,399.0
2013-08-23 23:21:18,394.0
2013-08-23 23:21:23,400.0
2013-08-23 23:21:28,397.0
2013-08-23 23:21:33,399.0
2013-08-23 23:21:38,400.0
2013-08-23 23:21:43,395.0
2013-08-23 23:21:48,393.0
2013-08-23 23:21:53,390.0
2013-08-23 23:21:58,397.0
2013-08-23 23:22:03,404.0
2013-08-23 23:22:08,402.0
2013-08-23 23:22:13,403.0
2013-08-23 23:22:18,398.0
2013-08-23 23:22:23,394.0
2013-08-23 23:22:28,397.0
2013-08-23 23:22:33,390.0
