Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,35,0.1737
2013-08-24,36,0.0524
2013-08-25,30,0.047
2013-08-26,56,0.0587
2013-08-27,7,0.0508
2013-08-28,23,0.0462
2013-08-29,8,0.0428
2013-08-30,49,0.0695
2013-08-31,28,0.0472
