Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,2,0.3466
2013-08-24,28,0.0881
2013-08-25,32,0.068
2013-08-26,6,0.1004
2013-08-27,2,0.0575
2013-08-28,55,0.0506
2013-08-29,54,0.0664
2013-08-30,17,0.0624
2013-08-31,20,0.12
