Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,23,0.2233
2013-08-24,58,0.0476
2013-08-25,7,0.0489
2013-08-26,54,0.0609
2013-08-27,28,0.0584
2013-08-28,56,0.0365
2013-08-29,29,0.0816
2013-08-30,56,0.0568
2013-08-31,55,0.0602
