Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,35,0.3355
2013-08-24,2,0.1145
2013-08-25,2,0.0574
2013-08-26,10,0.0999
2013-08-27,10,0.0449
2013-08-28,14,0.0573
2013-08-29,35,0.0679
2013-08-30,29,0.0728
2013-08-31,13,0.0632
