Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,53,0.3068
2013-08-24,38,0.0856
2013-08-25,57,0.0644
2013-08-26,31,0.0935
2013-08-27,1,0.0477
2013-08-28,56,0.0463
2013-08-29,5,0.1741
2013-08-30,33,0.0489
2013-08-31,50,0.0868
