Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,23,0.2619
2013-08-24,31,0.0486
2013-08-25,23,0.0873
2013-08-26,11,0.0706
2013-08-27,16,0.0783
2013-08-28,10,0.074
2013-08-29,23,0.0825
2013-08-30,15,0.0652
2013-08-31,45,0.0777
