Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,49,0.2997
2013-08-24,0,0.0939
2013-08-25,21,0.0735
2013-08-26,2,0.1291
2013-08-27,11,0.1101
2013-08-28,3,0.0869
2013-08-29,12,0.1214
2013-08-30,10,0.0604
2013-08-31,1,0.0695
