Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,30,0.2585
2013-08-24,49,0.0446
2013-08-25,5,0.0553
2013-08-26,13,0.0564
2013-08-27,5,0.0783
2013-08-28,28,0.0331
2013-08-29,20,0.1031
2013-08-30,4,0.0703
2013-08-31,47,0.0942
