Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,42,0.2135
2013-08-24,30,0.0394
2013-08-25,52,0.0582
2013-08-26,31,0.0549
2013-08-27,27,0.018
2013-08-28,56,0.0318
2013-08-29,42,0.0489
2013-08-30,55,0.0517
2013-08-31,42,0.0412
