Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,23,0.1992
2013-08-24,27,0.0502
2013-08-25,54,0.0532
2013-08-26,32,0.0557
2013-08-27,1,0.0462
2013-08-28,0,0.0321
2013-08-29,10,0.0642
2013-08-30,6,0.063
2013-08-31,8,0.0502
