Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,40,0.3514
2013-08-24,1,0.1462
2013-08-25,30,0.0865
2013-08-26,54,0.05
2013-08-27,5,0.0796
2013-08-28,45,0.0807
2013-08-29,16,0.0734
2013-08-30,11,0.07
2013-08-31,16,0.0649
