Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,10,0.3478
2013-08-24,7,0.067
2013-08-25,4,0.075
2013-08-26,25,0.0658
2013-08-27,2,0.1103
2013-08-28,31,0.0555
2013-08-29,2,0.1023
2013-08-30,20,0.0786
2013-08-31,58,0.0666
