Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,30,0.2006
2013-08-24,35,0.0502
2013-08-25,34,0.0464
2013-08-26,14,0.0569
2013-08-27,22,0.0699
2013-08-28,49,0.0284
2013-08-29,21,0.035
2013-08-30,2,0.1193
2013-08-31,53,0.0517
