Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,1,0.2417
2013-08-24,48,0.0544
2013-08-25,3,0.0552
2013-08-26,23,0.0496
2013-08-27,1,0.0424
2013-08-28,43,0.0704
2013-08-29,9,0.1183
2013-08-30,4,0.0815
2013-08-31,14,0.0438
