Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,17,0.2509
2013-08-24,50,0.0513
2013-08-25,16,0.0457
2013-08-26,38,0.0404
2013-08-27,47,0.0626
2013-08-28,24,0.0518
2013-08-29,4,0.0396
2013-08-30,53,0.0568
2013-08-31,6,0.0464
