Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,21,0.1754
2013-08-24,10,0.0656
2013-08-25,51,0.0508
2013-08-26,41,0.0424
2013-08-27,51,0.0425
2013-08-28,17,0.049
2013-08-29,55,0.0524
2013-08-30,1,0.0987
2013-08-31,32,0.0461
