Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,25,0.2619
2013-08-24,7,0.1212
2013-08-25,6,0.0753
2013-08-26,3,0.0845
2013-08-27,3,0.1072
2013-08-28,2,0.1368
2013-08-29,3,0.1071
2013-08-30,3,0.1069
2013-08-31,54,0.0644
