Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,20,0.4271
2013-08-24,4,0.1107
2013-08-25,3,0.109
2013-08-26,1,0.1229
2013-08-27,9,0.1287
2013-08-28,50,0.1203
2013-08-29,1,0.1633
2013-08-30,21,0.0677
2013-08-31,1,0.1056
