Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,43,0.3411
2013-08-24,57,0.1027
2013-08-25,3,0.105
2013-08-26,12,0.1174
2013-08-27,4,0.2606
2013-08-28,39,0.0575
2013-08-29,36,0.1897
2013-08-30,1,0.2492
2013-08-31,27,0.102
