Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,56,0.2927
2013-08-24,13,0.0607
2013-08-25,44,0.0867
2013-08-26,21,0.069
2013-08-27,3,0.1475
2013-08-28,15,0.0607
2013-08-29,19,0.0701
2013-08-30,7,0.0697
2013-08-31,56,0.059
