Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,31,0.262
2013-08-24,3,0.0921
2013-08-25,56,0.0758
2013-08-26,41,0.0694
2013-08-27,53,0.0485
2013-08-28,17,0.0716
2013-08-29,60,0.0613
2013-08-30,24,0.051
2013-08-31,30,0.0837
