Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,41,0.2702
2013-08-24,44,0.0387
2013-08-25,17,0.0426
2013-08-26,55,0.0495
2013-08-27,34,0.0712
2013-08-28,15,0.0377
2013-08-29,5,0.0166
2013-08-30,37,0.0564
2013-08-31,20,0.0482
