Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,12,0.3596
2013-08-24,50,0.0773
2013-08-25,27,0.061
2013-08-26,1,0.0666
2013-08-27,55,0.0601
2013-08-28,47,0.0643
2013-08-29,25,0.0707
2013-08-30,3,0.068
2013-08-31,10,0.085
