Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,42,0.3553
2013-08-24,44,0.0772
2013-08-25,12,0.0723
2013-08-26,56,0.0729
2013-08-27,60,0.0836
2013-08-28,1,0.0842
2013-08-29,0,0.095
2013-08-30,58,0.0741
2013-08-31,16,0.0796
