Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,30,0.238
2013-08-24,26,0.0546
2013-08-25,39,0.0523
2013-08-26,41,0.0574
2013-08-27,52,0.047
2013-08-28,45,0.0613
2013-08-29,58,0.0548
2013-08-30,3,0.0688
2013-08-31,28,0.0387
