Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-24,2,0.1701
2013-08-25,53,0.0627
2013-08-26,4,0.1434
2013-08-27,3,0.1082
2013-08-28,0,0.0749
2013-08-29,16,0.0784
2013-08-30,3,0.0608
2013-08-31,32,0.0738
