Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,8,0.3047
2013-08-24,14,0.0639
2013-08-25,33,0.07
2013-08-26,31,0.0552
2013-08-27,37,0.0764
2013-08-28,43,0.0757
2013-08-29,50,0.0502
2013-08-30,7,0.0612
2013-08-31,1,0.0679
