Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,53,0.2054
2013-08-24,6,0.0504
2013-08-25,36,0.0757
2013-08-26,3,0.0649
2013-08-27,60,0.0181
2013-08-28,23,0.1066
2013-08-29,23,0.0513
2013-08-30,0,0.078
2013-08-31,31,0.0446
