Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,18,0.416
2013-08-24,49,0.0788
2013-08-25,24,0.0804
2013-08-26,2,0.1
2013-08-27,44,0.0753
2013-08-28,2,0.1249
2013-08-29,8,0.0956
2013-08-30,3,0.1427
2013-08-31,53,0.054
