Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,0,0.5089
2013-08-24,48,0.0366
2013-08-25,10,0.0727
2013-08-26,14,0.0387
2013-08-27,43,0.052
2013-08-28,19,0.05
2013-08-29,5,0.0671
2013-08-30,52,0.06
2013-08-31,57,0.0489
