Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,42,0.3966
2013-08-24,58,0.075
2013-08-25,27,0.0698
2013-08-26,48,0.0744
2013-08-27,9,0.0813
2013-08-28,1,0.0532
2013-08-29,12,0.0595
2013-08-30,18,0.0405
2013-08-31,6,0.0787
