Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,19,0.3307
2013-08-24,34,0.0898
2013-08-25,2,0.0454
2013-08-26,4,0.1203
2013-08-27,47,0.0759
2013-08-28,2,0.1716
2013-08-29,3,0.386
2013-08-30,21,0.0741
2013-08-31,53,0.0741
