Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,9,0.3455
2013-08-24,2,0.0597
2013-08-25,1,0.0802
2013-08-26,37,0.0674
2013-08-27,1,0.0559
2013-08-28,49,0.0828
2013-08-29,2,0.1289
2013-08-30,4,0.1709
2013-08-31,17,0.0863
