Date,Optimal_Lag_Minutes,Correlation_Score
2013-08-23,32,0.3623
2013-08-24,60,0.0525
2013-08-25,12,0.0725
2013-08-26,3,0.0922
2013-08-27,18,0.0562
2013-08-28,58,0.0543
2013-08-29,0,0.0882
2013-08-30,30,0.0673
2013-08-31,17,0.0699
